Date,Price ($),30Ravg ($),AIL Demand (MW)
01/30/2020 04,29.59,123.54,9482
01/30/2020 05,35.6,123.55,9581
01/30/2020 06,34.91,123.56,9755
01/30/2020 07,34.4,123.57,10115
01/30/2020 08,34.57,123.58,10624
01/30/2020 09,34.14,123.58,10752
01/30/2020 10,34.9,123.58,10715
01/30/2020 11,34.91,123.59,10732
01/30/2020 12,34.94,123.59,10707
01/30/2020 13,34.93,123.59,10695
01/30/2020 14,36.3,123.59,10660
01/30/2020 15,48.26,123.61,10574
01/30/2020 16,46.58,123.63,10639
01/30/2020 17,34.89,123.63,10767
01/30/2020 18,40.42,123.63,10983
01/30/2020 19,37.61,123.63,10972
01/30/2020 20,33.45,123.63,10840
01/30/2020 21,33.06,123.64,10705
01/30/2020 22,29.71,123.64,10462
01/30/2020 23,30,123.64,10198
01/30/2020 24,34.18,123.65,9899
01/31/2020 01,31.68,123.65,9687
01/31/2020 02,29.68,123.65,9538
01/31/2020 03,29.61,123.65,9493
01/31/2020 04,29.57,123.65,9490
01/31/2020 05,29.48,123.65,9478
01/31/2020 06,29.64,123.65,9599
01/31/2020 07,32.22,123.65,10018
01/31/2020 08,32.28,123.65,10499
01/31/2020 09,34.55,123.65,10674
01/31/2020 10,34.77,123.65,10604
01/31/2020 11,34.72,123.65,10616
01/31/2020 12,34.65,123.65,10594
01/31/2020 13,34.38,123.65,10534
01/31/2020 14,34.39,123.65,10553
01/31/2020 15,34.21,123.65,10525
01/31/2020 16,30.28,123.64,10437
01/31/2020 17,29.32,123.63,10546
01/31/2020 18,29.77,123.62,10762
01/31/2020 19,28.59,123.61,10734
01/31/2020 20,28.5,123.6,10569
01/31/2020 21,29.53,123.6,10424
01/31/2020 22,29.71,123.59,10242
01/31/2020 23,29.72,123.58,10033
01/31/2020 24,28.05,123.57,9805
02/01/2020 01,30.19,123.57,9590
02/01/2020 02,29.48,123.58,9414
02/01/2020 03,29.46,123.58,9331
02/01/2020 04,29.56,123.58,9290
02/01/2020 05,27.65,123.58,9265
02/01/2020 06,26.29,123.58,9300
02/01/2020 07,23.74,123.57,9457
02/01/2020 08,25.1,123.56,9711
02/01/2020 09,26.92,123.55,9939
02/01/2020 10,27.87,123.54,10089
02/01/2020 11,29.61,123.53,10186
02/01/2020 12,29.49,123.52,10179
02/01/2020 13,28.63,123.51,10203
02/01/2020 14,26.58,123.49,10218
02/01/2020 15,29,123.48,10250
02/01/2020 16,28.99,123.47,10251
02/01/2020 17,29.33,123.46,10349
02/01/2020 18,33.49,123.45,10528
02/01/2020 19,34.05,123.45,10533
02/01/2020 20,33.61,123.45,10399
02/01/2020 21,33.09,123.45,10317
02/01/2020 22,31.37,123.45,10220
02/01/2020 23,29.26,123.45,10016
02/01/2020 24,29.64,123.45,9799
02/02/2020 01,29.45,123.45,9650
02/02/2020 02,25.43,123.45,9557
02/02/2020 03,27.39,123.44,9431
02/02/2020 04,31.54,123.43,9434
02/02/2020 05,33.14,123.43,9437
02/02/2020 06,33.19,123.42,9465
02/02/2020 07,30.9,123.41,9543
02/02/2020 08,26.35,123.4,9787
02/02/2020 09,29.47,123.39,9980
02/02/2020 10,29.46,123.38,10102
02/02/2020 11,32.19,123.38,10223
02/02/2020 12,33.45,123.37,10255
02/02/2020 13,33.85,123.37,10303
02/02/2020 14,33.95,123.37,10277
02/02/2020 15,34,123.37,10216
02/02/2020 16,34.06,123.36,10264
02/02/2020 17,33.98,123.36,10439
02/02/2020 18,36.95,123.36,10752
02/02/2020 19,34.34,123.36,10865
02/02/2020 20,34.03,123.36,10791
02/02/2020 21,34.03,123.36,10652
02/02/2020 22,33.43,123.36,10454
02/02/2020 23,33.14,123.36,10145
02/02/2020 24,33.19,123.37,9880
02/03/2020 01,33.17,123.37,9692
02/03/2020 02,31.8,123.38,9595
02/03/2020 03,30.04,123.39,9580
02/03/2020 04,33.12,123.4,9574
02/03/2020 05,33.16,123.41,9637
02/03/2020 06,33.09,123.42,9768
02/03/2020 07,34.08,123.43,10226
02/03/2020 08,33.6,123.44,10769
02/03/2020 09,33.56,123.44,10972
02/03/2020 10,33.55,123.44,10973
02/03/2020 11,35.52,123.44,10944
02/03/2020 12,36.91,123.44,10907
02/03/2020 13,34.87,123.44,10885
02/03/2020 14,34.96,123.44,10847
02/03/2020 15,42,123.45,10846
02/03/2020 16,42.03,123.46,10869
02/03/2020 17,46.95,123.48,10932
02/03/2020 18,79.38,123.54,11016
02/03/2020 19,84.19,123.61,11036
02/03/2020 20,82.9,123.68,10953
02/03/2020 21,34.75,123.68,10903
02/03/2020 22,34.82,123.68,10722
02/03/2020 23,34.73,123.68,10417
02/03/2020 24,34.58,123.69,10115
02/04/2020 01,33.34,123.7,9933
02/04/2020 02,32.63,123.7,9800
02/04/2020 03,28.99,123.71,9795
02/04/2020 04,28.91,123.71,9798
02/04/2020 05,28.9,123.72,9807
02/04/2020 06,28.98,123.72,9939
02/04/2020 07,32.46,123.72,10397
02/04/2020 08,33.75,123.73,10856
02/04/2020 09,34.73,123.74,10916
02/04/2020 10,34.72,123.75,10879
02/04/2020 11,33.07,123.75,10850
02/04/2020 12,33.15,123.75,10833
02/04/2020 13,32.94,123.75,10739
02/04/2020 14,32.86,123.74,10706
02/04/2020 15,32.89,123.74,10670
02/04/2020 16,29.97,123.74,10663
02/04/2020 17,30.54,123.73,10774
02/04/2020 18,31.91,123.7,10871
02/04/2020 19,30.93,123.69,10909
02/04/2020 20,29.97,123.69,10768
02/04/2020 21,29.54,123.68,10643
02/04/2020 22,29.04,123.67,10396
02/04/2020 23,28.99,123.66,10053
02/04/2020 24,22.48,123.65,9760
02/05/2020 01,21.5,123.64,9548
02/05/2020 02,21.5,123.63,9418
02/05/2020 03,21.09,123.62,9408
02/05/2020 04,20.78,123.6,9402
02/05/2020 05,21.37,123.58,9455
02/05/2020 06,25.42,123.57,9655
02/05/2020 07,28.93,123.55,10035
02/05/2020 08,30.87,123.54,10548
02/05/2020 09,33.54,123.48,10643
02/05/2020 10,33.6,123.48,10598
02/05/2020 11,33.65,123.48,10605
02/05/2020 12,33.68,123.47,10591
02/05/2020 13,33.58,123.47,10560
02/05/2020 14,33.62,123.46,10477
02/05/2020 15,33.53,123.42,10470
02/05/2020 16,33.56,123.31,10564
02/05/2020 17,33.63,123.2,10706
02/05/2020 18,33.71,122.67,10833
02/05/2020 19,33.6,122.6,10778
02/05/2020 20,33.61,122.6,10693
02/05/2020 21,32.78,122.55,10531
02/05/2020 22,30.44,122.49,10330
02/05/2020 23,28.63,122.47,9984
02/05/2020 24,24.77,122.46,9648
02/06/2020 01,22.5,122.44,9441
02/06/2020 02,21.6,122.42,9299
02/06/2020 03,21.6,122.4,9268
02/06/2020 04,21.6,122.38,9289
02/06/2020 05,22.04,122.36,9307
02/06/2020 06,27.04,122.35,9518
02/06/2020 07,29.01,122.23,9907
02/06/2020 08,33.08,122.15,10402
02/06/2020 09,35.93,122.13,10513
02/06/2020 10,36.4,122.14,10535
02/06/2020 11,35.65,122.14,10569
02/06/2020 12,34.38,122.13,10521
02/06/2020 13,33.56,122.12,10434
02/06/2020 14,33.71,122.11,10473
02/06/2020 15,34.03,122.11,10464
02/06/2020 16,34.88,122.12,10502
02/06/2020 17,37.69,122.12,10630
02/06/2020 18,53.54,122.15,10756
02/06/2020 19,45.48,122.17,10763
02/06/2020 20,40.78,122.18,10704
02/06/2020 21,36.37,122.19,10597
02/06/2020 22,34.88,122.2,10330
02/06/2020 23,34.61,122.21,10038
02/06/2020 24,33.9,122.21,9795
02/07/2020 01,33.58,122.22,9622
02/07/2020 02,33.08,122.23,9495
02/07/2020 03,31.75,122.24,9427
02/07/2020 04,31.34,122.25,9465
02/07/2020 05,29.76,122.25,9471
02/07/2020 06,30.63,122.25,9624
02/07/2020 07,33.81,122.25,10006
02/07/2020 08,34.9,122.25,10528
02/07/2020 09,34.82,122.25,10598
02/07/2020 10,34.68,122.25,10574
02/07/2020 11,36.01,122.25,10587
02/07/2020 12,34.33,122.25,10556
02/07/2020 13,34.01,122.25,10517
02/07/2020 14,34.02,122.25,10518
02/07/2020 15,34.04,122.25,10467
02/07/2020 16,34.04,122.25,10456
02/07/2020 17,39.38,122.25,10447
02/07/2020 18,32.87,122,10585
02/07/2020 19,33.84,121.97,10681
02/07/2020 20,33.55,121.95,10555
02/07/2020 21,33.65,121.93,10445
02/07/2020 22,33.46,121.92,10275
02/07/2020 23,30.64,121.91,9984
02/07/2020 24,32.37,121.9,9745
02/08/2020 01,32.18,121.9,9558
02/08/2020 02,29.09,121.89,9441
02/08/2020 03,29.02,121.89,9443
02/08/2020 04,29.02,121.88,9459
02/08/2020 05,29,121.87,9456
02/08/2020 06,28.81,121.86,9502
02/08/2020 07,28.1,121.85,9661
02/08/2020 08,28.96,121.84,9886
02/08/2020 09,29.02,121.82,10032
02/08/2020 10,30.51,121.79,10240
02/08/2020 11,30.88,121.75,10328
02/08/2020 12,30.03,121.7,10371
02/08/2020 13,32.2,121.69,10338
02/08/2020 14,28.32,121.65,10260
02/08/2020 15,29.96,121.63,10270
02/08/2020 16,29.78,121.6,10296
02/08/2020 17,30.54,121.56,10383
02/08/2020 18,33.58,121.42,10626
02/08/2020 19,34.6,121.4,10756
02/08/2020 20,34.74,121.39,10624
02/08/2020 21,34.84,121.36,10535
02/08/2020 22,34.79,121.35,10381
02/08/2020 23,34.23,121.35,10171
02/08/2020 24,34.04,121.34,9931
02/09/2020 01,29.74,121.33,9735
02/09/2020 02,28.9,121.31,9614
02/09/2020 03,25.05,121.3,9560
02/09/2020 04,22.69,121.28,9532
02/09/2020 05,21.53,121.27,9528
02/09/2020 06,21.54,121.25,9597
02/09/2020 07,21.55,121.24,9691
02/09/2020 08,24.83,121.23,9822
02/09/2020 09,24.83,121.21,9938
02/09/2020 10,28,121.21,10096
02/09/2020 11,28.88,121.2,10185
02/09/2020 12,29.02,121.19,10223
02/09/2020 13,29.09,121.19,10236
02/09/2020 14,33.88,121.18,10240
02/09/2020 15,30.89,121.18,10242
02/09/2020 16,29.05,121.17,10324
02/09/2020 17,30.37,121.17,10501
02/09/2020 18,35.09,121.17,10736
02/09/2020 19,36.64,121.18,10824
02/09/2020 20,36.69,121.18,10716
02/09/2020 21,36.2,121.19,10527
02/09/2020 22,32.32,121.18,10327
02/09/2020 23,28.39,121.18,10060
02/09/2020 24,28.97,121.18,9765
02/10/2020 01,28.96,121.18,9565
02/10/2020 02,28.92,121.18,9489
02/10/2020 03,28.96,121.18,9444
02/10/2020 04,29.05,121.18,9455
02/10/2020 05,29.03,121.17,9521
02/10/2020 06,31.54,121.17,9731
02/10/2020 07,34.36,121.16,10163
02/10/2020 08,35.29,121.16,10623
02/10/2020 09,36.6,121.16,10690
02/10/2020 10,36.58,121.16,10680
02/10/2020 11,37.88,121.15,10692
02/10/2020 12,39.68,121.1,10669
02/10/2020 13,39.76,121.06,10595
02/10/2020 14,41.9,121.03,10570
02/10/2020 15,38.85,121.01,10528
02/10/2020 16,37.13,120.96,10538
02/10/2020 17,38.08,120.95,10628
02/10/2020 18,35.39,120.89,10841
02/10/2020 19,31.01,120.84,10959
02/10/2020 20,28.52,120.8,10813
02/10/2020 21,28.99,120.79,10707
02/10/2020 22,29.09,120.77,10404
02/10/2020 23,26.99,120.75,10047
02/10/2020 24,26.6,120.74,9779
02/11/2020 01,26.38,120.72,9633
02/11/2020 02,25.84,120.72,9525
02/11/2020 03,25.11,120.71,9453
02/11/2020 04,25.11,120.7,9462
02/11/2020 05,25.47,120.7,9477
02/11/2020 06,27.73,120.7,9650
02/11/2020 07,30.37,120.69,10040
02/11/2020 08,31.53,120.69,10473
02/11/2020 09,31.65,120.67,10569
02/11/2020 10,31.59,120.61,10577
02/11/2020 11,33.17,120.58,10630
02/11/2020 12,32.62,120.52,10627
02/11/2020 13,31.65,120.48,10580
02/11/2020 14,31.65,120.44,10601
02/11/2020 15,30.97,120.38,10637
02/11/2020 16,32.64,120.32,10729
02/11/2020 17,33.7,119.69,10881
02/11/2020 18,33.93,118.49,11027
02/11/2020 19,33.92,117.45,11072
02/11/2020 20,33.44,116.56,10967
02/11/2020 21,31.8,116.38,10765
02/11/2020 22,29.73,116.33,10552
02/11/2020 23,23.44,116.3,10257
02/11/2020 24,22.34,116.06,10025
02/12/2020 01,19.46,115.85,9857
02/12/2020 02,27.83,115.81,9796
02/12/2020 03,32.79,115.76,9736
02/12/2020 04,33.84,115.7,9740
02/12/2020 05,33.8,115.62,9792
02/12/2020 06,34,115.48,9992
02/12/2020 07,34.21,114.67,10392
02/12/2020 08,34.31,113.8,10820
02/12/2020 09,34.21,112.65,10868
02/12/2020 10,34.56,111.39,10931
02/12/2020 11,72.57,110.18,10935
02/12/2020 12,53.73,108.95,10943
02/12/2020 13,50.81,107.73,10886
02/12/2020 14,38.6,106.5,10822
02/12/2020 15,34.81,105.28,10736
02/12/2020 16,34.89,104.1,10772
02/12/2020 17,35.5,102.88,10838
02/12/2020 18,37.41,101.54,10928
02/12/2020 19,34.94,100.2,11045
02/12/2020 20,35.04,98.86,10957
02/12/2020 21,35.05,97.52,10855
02/12/2020 22,35.7,96.19,10650
02/12/2020 23,33.73,95.28,10318
02/12/2020 24,30.15,95.08,10081
02/13/2020 01,29.71,95.01,9916
02/13/2020 02,29.4,94.99,9837
02/13/2020 03,29.4,94.96,9794
02/13/2020 04,28.83,94.93,9725
02/13/2020 05,28.55,94.87,9765
02/13/2020 06,29.29,94.82,9911
02/13/2020 07,29.34,94,10238
02/13/2020 08,32.69,92.69,10657
02/13/2020 09,33.3,91.38,10736
02/13/2020 10,34.08,90.04,10828
02/13/2020 11,33.24,88.7,10866
02/13/2020 12,33.12,87.36,10879
02/13/2020 13,30.65,86.05,10808
02/13/2020 14,30.24,84.75,10802
02/13/2020 15,32.02,83.7,10788
02/13/2020 16,32.07,82.67,10768
02/13/2020 17,29.1,81.57,10716
02/13/2020 18,32.21,80.34,10830
02/13/2020 19,33.07,79.24,10924
02/13/2020 20,32.4,78.77,10839
02/13/2020 21,33.59,78.69,10765
02/13/2020 22,32.69,78.55,10553
02/13/2020 23,30.36,78.48,10243
02/13/2020 24,29.05,78.43,9961
02/14/2020 01,29.2,78.39,9755
02/14/2020 02,29.32,78.34,9633
02/14/2020 03,29.25,78.27,9553
02/14/2020 04,27.53,78.14,9542
02/14/2020 05,27.88,77.42,9594
02/14/2020 06,29.43,76.66,9762
02/14/2020 07,30.53,75.85,10162
02/14/2020 08,32.4,74.52,10622
02/14/2020 09,31.53,73.17,10763
02/14/2020 10,33.89,71.83,10849
02/14/2020 11,36.7,70.49,10826
02/14/2020 12,35.82,69.31,10807
02/14/2020 13,33.98,68.17,10714
02/14/2020 14,32.18,67.03,10758
02/14/2020 15,30.18,65.71,10684
02/14/2020 16,34.33,64.4,10672
02/14/2020 17,34.27,63.16,10727
02/14/2020 18,35.2,61.83,10791
02/14/2020 19,36.27,60.59,10943
02/14/2020 20,34.89,59.39,10822
02/14/2020 21,34.57,58.45,10665
02/14/2020 22,34.23,57.61,10494
02/14/2020 23,34.32,57.31,10274
02/14/2020 24,33.6,57.03,10028
02/15/2020 01,29.39,56.97,9864
02/15/2020 02,29.29,56.88,9748
02/15/2020 03,29.37,56.8,9663
02/15/2020 04,32.8,56.73,9686
02/15/2020 05,34.35,56.66,9683
02/15/2020 06,34.38,56.3,9751
02/15/2020 07,34.83,55.62,9890
02/15/2020 08,34.77,54.63,10120
02/15/2020 09,34.38,53.28,10285
02/15/2020 10,34.44,51.94,10453
02/15/2020 11,34.68,50.6,10499
02/15/2020 12,34.28,49.31,10429
02/15/2020 13,32.52,48,10383
02/15/2020 14,31.15,46.84,10303
02/15/2020 15,30.95,45.64,10241
02/15/2020 16,28.95,44.3,10295
02/15/2020 17,30.42,42.96,10357
02/15/2020 18,33.18,41.62,10513
02/15/2020 19,33.07,40.28,10688
02/15/2020 20,33.18,38.95,10614
02/15/2020 21,33.06,37.96,10493
02/15/2020 22,32.04,37.89,10275
02/15/2020 23,31.12,37.83,10096
02/15/2020 24,31.05,37.78,9904
02/16/2020 01,32.78,37.78,9751
02/16/2020 02,33.98,37.78,9644
02/16/2020 03,32.52,37.78,9561
02/16/2020 04,34.32,37.78,9585
02/16/2020 05,34.25,37.79,9600
02/16/2020 06,34.25,37.78,9626
02/16/2020 07,34.26,37.75,9736
02/16/2020 08,34.34,37.61,9896
02/16/2020 09,34.27,37.46,10006
02/16/2020 10,34.59,37.27,10176
02/16/2020 11,35.51,36.96,10248
02/16/2020 12,34.72,36.92,10210
02/16/2020 13,34.25,36.86,10216
02/16/2020 14,34.13,36.67,10184
02/16/2020 15,34.09,36.61,10159
02/16/2020 16,33.98,36.51,10175
02/16/2020 17,34.18,36.22,10250
02/16/2020 18,45.52,35.15,10451
02/16/2020 19,54.89,34.23,10566
02/16/2020 20,51.2,34.1,10474
02/16/2020 21,35.51,34.06,10396
02/16/2020 22,37.42,34.05,10296
02/16/2020 23,37.65,34.05,10059
02/16/2020 24,34.14,34.04,9851
02/17/2020 01,34.26,34.04,9671
02/17/2020 02,33.38,34.04,9582
02/17/2020 03,32.12,34.03,9563
02/17/2020 04,31.05,34.03,9550
02/17/2020 05,30.86,34.03,9601
02/17/2020 06,30.38,34.02,9715
02/17/2020 07,30.64,34.01,9833
02/17/2020 08,33.08,34.01,10010
02/17/2020 09,33.76,34,10140
02/17/2020 10,34.31,33.99,10359
02/17/2020 11,34.37,33.99,10538
02/17/2020 12,34.55,33.98,10632
02/17/2020 13,34.23,33.97,10648
02/17/2020 14,33.17,33.96,10701
02/17/2020 15,33.64,33.95,10695
02/17/2020 16,36.58,33.95,10747
02/17/2020 17,51.77,33.95,10863
02/17/2020 18,91.91,33.99,10990
02/17/2020 19,91.55,34.04,11074
02/17/2020 20,72.85,34.08,11007
02/17/2020 21,56.54,34.11,10911
02/17/2020 22,40.02,34.12,10675
02/17/2020 23,34.38,34.12,10292
02/17/2020 24,34.12,34.12,10119
02/18/2020 01,33.35,34.12,9935
02/18/2020 02,32.96,34.12,9859
02/18/2020 03,34.56,34.13,9886
02/18/2020 04,35.49,34.14,9864
02/18/2020 05,35.73,34.15,9905
02/18/2020 06,37.04,34.16,10092
02/18/2020 07,48.82,34.18,10465
02/18/2020 08,211.42,34.44,10840
02/18/2020 09,177.56,34.64,10940
02/18/2020 10,169.36,34.84,10988
02/18/2020 11,516.53,35.51,10875
02/18/2020 12,672.87,36.41,10772
02/18/2020 13,46.53,36.43,10826
02/18/2020 14,45.72,36.45,10794
02/18/2020 15,36.2,36.46,10795
02/18/2020 16,54.45,36.49,10783
02/18/2020 17,95.34,36.58,10868
02/18/2020 18,95.06,36.66,10986
02/18/2020 19,63.68,36.7,11114
02/18/2020 20,46.09,36.72,11089
02/18/2020 21,45.5,36.74,11045
02/18/2020 22,35.4,36.75,10790
02/18/2020 23,36.01,36.76,10539
02/18/2020 24,37.87,36.77,10279
02/19/2020 01,38.61,36.79,10106
02/19/2020 02,36,36.8,9989
02/19/2020 03,34.04,36.81,9880
02/19/2020 04,34.05,36.82,9856
02/19/2020 05,34.05,36.82,9941
02/19/2020 06,35.57,36.83,10123
02/19/2020 07,38.45,36.83,10501
02/19/2020 08,35.67,36.82,10863
02/19/2020 09,37.17,36.83,10901
02/19/2020 10,40.16,36.83,10886
02/19/2020 11,62.04,36.87,10800
02/19/2020 12,56.12,36.9,10708
02/19/2020 13,50.68,36.92,10508
02/19/2020 14,43.56,36.93,10505
02/19/2020 15,47.79,36.94,10527
02/19/2020 16,35.4,36.93,10547
02/19/2020 17,35.14,36.92,10633
02/19/2020 18,34.44,36.89,10754
02/19/2020 19,34.38,36.88,10891
02/19/2020 20,34.27,36.86,10841
02/19/2020 21,34.16,36.86,10723
02/19/2020 22,30.97,36.85,10489
02/19/2020 23,29.86,36.85,10152
02/19/2020 24,29.96,36.84,9864
02/20/2020 01,33.03,36.85,9706
02/20/2020 02,29.82,36.85,9613
02/20/2020 03,29.69,36.85,9606
02/20/2020 04,29.73,36.85,9626
02/20/2020 05,29.82,36.85,9728
02/20/2020 06,33.24,36.85,9931
02/20/2020 07,34.4,36.85,10293
02/20/2020 08,33.91,36.85,10626
02/20/2020 09,34.57,36.84,10698
02/20/2020 10,35.31,36.83,10734
02/20/2020 11,35.02,36.82,10625
02/20/2020 12,34.39,36.81,10569
02/20/2020 13,34.38,36.81,10507
02/20/2020 14,34.34,36.79,10471
02/20/2020 15,34.33,36.78,10418
02/20/2020 16,34.21,36.77,10401
02/20/2020 17,34.24,36.76,10494
02/20/2020 18,34.29,36.75,10571
02/20/2020 19,34.37,36.75,10740
02/20/2020 20,34.45,36.74,10663
02/20/2020 21,34.35,36.75,10513
02/20/2020 22,33.99,36.76,10329
02/20/2020 23,30.85,36.76,10053
02/20/2020 24,29.85,36.77,9768
02/21/2020 01,28.91,36.77,9611
02/21/2020 02,27.43,36.77,9528
02/21/2020 03,25.12,36.77,9483
02/21/2020 04,27.84,36.77,9451
02/21/2020 05,27.93,36.77,9498
02/21/2020 06,27.97,36.77,9620
02/21/2020 07,30.68,36.77,10061
02/21/2020 08,30.57,36.76,10507
02/21/2020 09,34.35,36.76,10579
02/21/2020 10,34.5,36.76,10639
02/21/2020 11,35.04,36.75,10641
02/21/2020 12,34.69,36.75,10612
02/21/2020 13,34.29,36.75,10478
02/21/2020 14,34.26,36.74,10414
02/21/2020 15,32.73,36.74,10357
02/21/2020 16,30.34,36.74,10371
02/21/2020 17,31.14,36.73,10415
02/21/2020 18,33.41,36.73,10497
02/21/2020 19,34.3,36.72,10668
02/21/2020 20,33.41,36.72,10640
02/21/2020 21,30.43,36.72,10471
02/21/2020 22,30.28,36.71,10241
02/21/2020 23,28.85,36.71,9935
02/21/2020 24,27.84,36.7,9656
02/22/2020 01,24.92,36.68,9436
02/22/2020 02,27.93,36.67,9375
02/22/2020 03,27.93,36.66,9292
02/22/2020 04,30.33,36.66,9268
02/22/2020 05,30.32,36.65,9286
02/22/2020 06,31.99,36.65,9301
02/22/2020 07,32,36.64,9398
02/22/2020 08,31.12,36.63,9638
02/22/2020 09,31.92,36.62,9814
02/22/2020 10,31.08,36.62,9940
02/22/2020 11,30.31,36.61,9998
02/22/2020 12,30.24,36.6,10001
02/22/2020 13,30.37,36.6,10016
02/22/2020 14,28.91,36.59,9960
02/22/2020 15,30.2,36.59,9939
02/22/2020 16,31.24,36.59,9939
02/22/2020 17,34.91,36.59,10001
02/22/2020 18,51.44,36.61,10175
02/22/2020 19,62.44,36.65,10391
02/22/2020 20,48.87,36.68,10273
02/22/2020 21,37.77,36.69,10192
02/22/2020 22,36.05,36.69,10094
02/22/2020 23,33.9,36.69,9889
02/22/2020 24,33.58,36.7,9671
02/23/2020 01,33.58,36.7,9463
02/23/2020 02,33.53,36.7,9394
02/23/2020 03,33.55,36.71,9314
02/23/2020 04,33.55,36.71,9308
02/23/2020 05,33.72,36.71,9349
02/23/2020 06,33.8,36.71,9400
02/23/2020 07,33.92,36.71,9517
02/23/2020 08,33.93,36.7,9675
02/23/2020 09,33.77,36.69,9792
02/23/2020 10,33.92,36.69,9892
02/23/2020 11,33.91,36.69,9965
02/23/2020 12,33.97,36.69,9973
02/23/2020 13,33.49,36.69,9944
02/23/2020 14,32.31,36.69,9880
02/23/2020 15,30.5,36.69,9850
02/23/2020 16,32.78,36.7,9986
02/23/2020 17,34.24,36.7,10186
02/23/2020 18,39.14,36.71,10419
02/23/2020 19,41.12,36.72,10599
02/23/2020 20,37.87,36.73,10585
02/23/2020 21,33.74,36.73,10472
02/23/2020 22,33.12,36.74,10259
02/23/2020 23,31.69,36.74,9949
02/23/2020 24,33.14,36.75,9652
02/24/2020 01,30.94,36.75,9526
02/24/2020 02,30.39,36.75,9454
02/24/2020 03,30.43,36.76,9412
02/24/2020 04,30.36,36.76,9415
02/24/2020 05,30.44,36.77,9460
02/24/2020 06,30.39,36.77,9655
02/24/2020 07,34.28,36.79,10105
02/24/2020 08,43.32,36.81,10553
02/24/2020 09,48.22,36.84,10574
02/24/2020 10,71.04,36.89,10587
02/24/2020 11,61.6,36.93,10579
02/24/2020 12,38.06,36.93,10526
02/24/2020 13,47.41,36.95,10473
02/24/2020 14,33.83,36.95,10383
02/24/2020 15,39.89,36.96,10320
02/24/2020 16,34.57,36.95,10393
02/24/2020 17,35.93,36.96,10544
02/24/2020 18,35.37,36.95,10668
02/24/2020 19,79.99,37.01,10766
02/24/2020 20,54,37.04,10761
02/24/2020 21,34.31,37.03,10627
02/24/2020 22,33.77,37.03,10382
02/24/2020 23,34.37,37.03,10030
02/24/2020 24,34.49,37.02,9724
02/25/2020 01,34.39,37.02,9563
02/25/2020 02,34.4,37.02,9483
02/25/2020 03,34.47,37.01,9479
02/25/2020 04,34.45,37.01,9496
02/25/2020 05,34.5,37.01,9598
02/25/2020 06,34.52,37.01,9789
02/25/2020 07,42.45,37.01,10220
02/25/2020 08,34.74,37.01,10629
02/25/2020 09,34.81,37,10682
02/25/2020 10,34.36,37,10569
02/25/2020 11,32.87,36.99,10487
02/25/2020 12,33.79,36.98,10450
02/25/2020 13,32.9,36.98,10395
02/25/2020 14,31.28,36.97,10378
02/25/2020 15,31.28,36.96,10334
02/25/2020 16,31.28,36.96,10356
02/25/2020 17,32.1,36.95,10480
02/25/2020 18,33.84,36.95,10605
02/25/2020 19,33.83,36.95,10714
02/25/2020 20,33.5,36.94,10678
02/25/2020 21,32.27,36.94,10575
02/25/2020 22,30.47,36.93,10358
02/25/2020 23,29.7,36.93,10014
02/25/2020 24,30.28,36.93,9723
02/26/2020 01,30.05,36.93,9513
02/26/2020 02,30.05,36.94,9394
02/26/2020 03,27.91,36.93,9326
02/26/2020 04,27.91,36.93,9325
02/26/2020 05,27.91,36.93,9338
02/26/2020 06,28.69,36.93,9520
02/26/2020 07,31.27,36.92,9884
02/26/2020 08,33.27,36.92,10238
02/26/2020 09,33.42,36.91,10274
02/26/2020 10,33.36,36.9,10278
02/26/2020 11,33.96,36.9,10238
02/26/2020 12,32.42,36.89,10216
02/26/2020 13,32.81,36.89,10173
02/26/2020 14,32.81,36.88,10196
02/26/2020 15,33.46,36.88,10208
02/26/2020 16,34.26,36.88,10295
02/26/2020 17,35.08,36.88,10357
02/26/2020 18,34.38,36.88,10346
02/26/2020 19,34.25,36.88,10472
02/26/2020 20,34.2,36.87,10501
02/26/2020 21,34.2,36.87,10457
02/26/2020 22,33.86,36.87,10261
02/26/2020 23,30.4,36.87,9933
02/26/2020 24,29.19,36.87,9651
02/27/2020 01,27.64,36.87,9450
02/27/2020 02,24.07,36.87,9364
02/27/2020 03,22.73,36.85,9308
02/27/2020 04,26.08,36.85,9307
02/27/2020 05,25.78,36.84,9341
02/27/2020 06,29.34,36.83,9455
02/27/2020 07,31.9,36.82,9865
02/27/2020 08,32.96,36.82,10242
02/27/2020 09,30.8,36.78,10330
02/27/2020 10,30.12,36.29,10340
02/27/2020 11,29.83,36.2,10333
02/27/2020 12,29.84,36.14,10284
02/27/2020 13,29.71,36.13,10260
02/27/2020 14,29.71,36.12,10249
02/27/2020 15,31.5,36.12,10226
02/27/2020 16,34.96,36.12,10244
02/27/2020 17,38.12,36.13,10305
02/27/2020 18,38.29,36.13,10390
02/27/2020 19,38.64,36.13,10555
02/27/2020 20,34.53,36.13,10516
02/27/2020 21,33.49,36.13,10347
02/27/2020 22,32.76,36.12,10125
02/27/2020 23,31.64,36.12,9808
02/27/2020 24,29.53,36.11,9519
02/28/2020 01,29.31,36.1,9358
02/28/2020 02,29.89,36.1,9228
02/28/2020 03,29.94,36.09,9161
02/28/2020 04,29.88,36.08,9140
02/28/2020 05,29.84,36.08,9186
02/28/2020 06,29.91,36.07,9430
02/28/2020 07,32.93,36.06,9867
